id,frame,t,x,y,v,phi,phi_dot,a
18,251,10.0,217.76,34.5355623194198,41.00262004069207,-0.0113048687409933,-0.1409032743522697,-3.043845709441471
20,251,10.0,91.13,34.695239839811755,23.750084821618533,-0.0026726114254853,-0.1493592147408197,0.0200775730457185
22,251,10.0,58.84,34.870355694699875,23.50505914739991,-0.0207482169294981,0.0744289884593825,3.0917963714297105
23,251,10.0,85.36,30.635925021130213,36.75095096904743,-0.0071939072499951,-0.1535047411582982,-6.192647814746398
24,251,10.0,32.66,34.57077533924309,23.86447254729017,-0.0979858818034622,-0.9952975757846,2.820263655219317
26,251,10.0,23.78,30.77000514576372,38.25081734583815,0.0065372988488152,-0.0814215484526123,-3.1403052069781228
18,252,10.04,219.4,34.51702154484004,40.880866212314416,-0.016940999715084,-0.1817582900812332,-2.987574053115793
20,252,10.04,92.08,34.69270085291223,23.75088792454036,-0.0086469800151181,-0.0978655371524397,-1.5472746696922854
22,252,10.04,59.78,34.85084957165106,23.62873100225709,-0.0177710573911227,-0.0377308870743473,1.5826847298486657
23,252,10.04,86.83,30.62534979504104,36.50324505645758,-0.0133340968963269,-0.1565723720842424,-4.610966429457392
24,252,10.04,33.61,34.47738968757999,23.97728309349894,-0.1377977848348455,-1.9033525303229668,6.50148704622552
26,252,10.04,25.31,30.78000735548881,38.12520513755903,0.0032804369107108,-0.0407013250103108,-1.5701514215590464
18,253,10.08,221.03,34.480159950135416,40.76361411644281,-0.0258455319474921,-0.2012375067030948,0.2056795705706804
20,253,10.08,93.03,34.67881016829667,23.626302848043142,-0.0105018543976802,0.0089054856227047,-0.0017536402999667
22,253,10.08,60.73,34.83676486004223,23.6316739257878,-0.0237666878954465,-0.1896776599586949,-3.012996968150617
23,253,10.08,88.28,30.596987150470856,36.38207365469084,-0.0197196970167348,-0.1880385478066499,-1.419929934900722
24,253,10.08,34.56,34.30728972465843,24.384591510988223,-0.250254084229303,-3.485924475667327,21.51845988877767
26,253,10.08,26.83,30.780010514231822,38.12520523211343,0.0032811928479903,2.2956826509504254e-05,2.8719643978547538e-06
18,254,10.12,222.66,34.43274634481374,40.89732057796006,-0.0330400002513315,-0.2032557932538083,1.8455827080785523
20,254,10.12,93.97,34.67285161837736,23.75074763331635,-0.007934541165302,-0.0187806560992477,4.692831204967831
22,254,10.12,61.67,34.805922072027144,23.38769124480505,-0.0329452701878185,-0.2783166418232446,-2.898585640075794
23,254,10.12,89.74,30.56795803728486,36.38965066166552,-0.028377180720859,-0.2551076977859374,0.2779125367310371
24,254,10.12,35.5,33.99428189400834,25.69875988460112,-0.4166717428882291,-4.663553969866101,56.9830090863012
26,254,10.12,28.36,30.79001502959043,38.12520536731618,0.0032822734568314,-0.0409508523392756,1.5599346048603593
18,255,10.16,224.3,34.37207981819181,40.91126073308909,-0.0421059954077969,-0.2162392340367583,-1.1954396055442658
20,255,10.16,94.93,34.66373422370217,24.001729344440577,-0.0120043068856205,-0.196424011330523,1.6366245835642983
22,255,10.16,62.6,34.7751349056457,23.399787074581745,-0.0460320192413061,-0.4637465892013399,2.125948583735976
23,255,10.16,91.19,30.51438738182988,36.40430665762933,-0.0401283128396099,-0.3421784331548402,2.089349972506966
24,255,10.16,36.44,33.47522719006088,28.94323223789241,-0.623338401818593,-5.080314065087819,113.07817579272135
26,255,10.16,29.88,30.790021484225907,38.25000000050226,5.124660848121465e-06,-0.0004848043444548,6.249972566925749
18,256,10.2,225.93,34.29497831320589,40.80168540951652,-0.0503391389742722,-0.2708449707922467,-0.9781687314421674
20,256,10.2,95.89,34.64980224198099,23.88167760000151,-0.0236484620717436,-0.2656288284975049,-1.4190243010673385
22,256,10.2,63.54,34.719781344906444,23.55776713150393,-0.070044997323925,-0.5880506292526901,-0.6089136373274755
23,256,10.2,92.65,30.45112192717644,36.55679865946608,-0.0557514553732461,-0.4572362921870813,2.541752331171097
24,256,10.2,37.38,32.64263533103041,34.74501394801872,-0.8230968680952557,-4.252870567884907,155.7628772882863
26,256,10.2,31.42,30.790030711052623,38.62520317267023,0.0032434891092747,0.0406502628585996,3.127552795159943
18,257,10.24,227.56,34.207835468378654,40.83300723457372,-0.0637735930711769,-0.4026831225296192,1.0946028388996183
20,257,10.24,96.84,34.618557239089995,23.8882074003552,-0.033254613165421,-0.2351730348527093,0.1857807456625551
22,257,10.24,64.48,34.64323452573028,23.351073983595533,-0.0930760695815213,-0.7957345800161436,-4.383032573450919
23,257,10.24,94.11,30.351424255129245,36.60764684412301,-0.0767072162145767,-0.557756649328001,3.168361270707919
24,257,10.24,38.33,31.43707058096839,41.40426242095536,-0.9635680472493836,-2.596709942615801,137.06980605803545
26,257,10.24,32.97,30.800043900719864,38.50020422411504,0.003257145689536,-0.0403558804331469,-6.252539604630442
18,258,10.28,229.19,34.08679408988376,40.889253636628496,-0.0825537887766416,-0.4605615834640177,-0.0186331525669629
20,258,10.28,97.8,34.58626250689135,23.896540059654512,-0.0424623048599603,-0.3832120208406095,0.4454588294392465
22,258,10.28,65.4,34.5461581909233,23.20712452562785,-0.133703763725216,-1.2331173231525758,4.161118863165484
23,258,10.28,95.57,30.226696510233765,36.8102675611227,-0.1003719873194861,-0.779599446230249,3.102627947398844
24,258,10.28,39.27,29.92243260726343,45.71059843266168,-1.0308336635045232,-0.8052559883457935,48.10714256945039
26,258,10.28,34.5,30.80006275525333,38.12500000429981,1.5018674623057391e-05,-0.0404450748462917,-6.252552691248525
18,259,10.32,230.82,33.93809707113526,40.83151658236836,-0.1006185197482985,-0.4650855109057259,0.3603981219645789
20,259,10.32,98.75,34.53740545743915,23.923844106710337,-0.0639115748326704,-0.7176901785384087,2.7958218478780736
22,259,10.32,66.32,34.39574306327709,23.6839634926488,-0.1917254554337284,-1.5466621115518824,12.055381070787805
23,259,10.32,97.04,30.05634272961956,36.85585707991491,-0.1390751719129972,-1.0314541242682789,2.270819624557077
24,259,10.32,40.21,28.300490217250417,45.25283382651118,-1.0279885263170438,2.0222094655435416,-121.18294792493832
26,259,10.32,36.02,30.80008970767747,38.00000000881517,2.153970183282894e-05,0.0411793450354472,0.0026095918116197
18,260,10.36,232.44,33.75867585347526,40.91808548638565,-0.1197606296490998,-0.4362926970491596,3.694748396753426
20,260,10.36,99.71,34.464024919423565,24.12020580748475,-0.0998775191430323,-1.0105080580268837,2.5435912046981457
22,260,10.36,67.26,34.18511413403383,24.17155501129088,-0.2574367326493663,-1.9709615825950264,13.265026152632004
23,260,10.36,98.49,29.81795834586845,36.99193313108727,-0.1828883172609483,-1.1873474092964202,6.735216175011772
24,260,10.36,41.14,26.82257109362916,36.015962598666995,-0.8690569062610467,8.240744302235463,-252.4187644327068
26,260,10.36,37.54,30.800128235946914,38.12520877164472,0.0033093662774588,0.0413992076965127,0.0026390173147206
18,261,10.4,234.07,33.54700346702534,41.127096454108646,-0.135521935512231,-0.4135394701431336,3.907212975185303
20,261,10.4,100.67,34.34500041475394,24.127331403086178,-0.1447522194748214,-1.2635872226305345,1.469898031185096
22,261,10.4,68.19,33.90341181437176,24.745165584859368,-0.3494023820413314,-2.510497219360736,21.91858166654788
23,261,10.4,99.95,29.51812349235752,37.39467437391587,-0.2340629646567111,-1.3625152566849597,10.738693020916005
24,261,10.4,42.07,26.1,25.05933267189453,-0.3687289821381911,10.863211328263,-159.57453248333223
26,261,10.4,39.07,30.810183311672077,38.00021113020033,0.0033334763175538,-0.0405805980147692,-1.5651087053612969
18,262,10.44,235.7,33.31414958701673,41.23066252440048,-0.1528437872605503,-0.4183545172003637,2.647150909807465
20,262,10.44,101.62,34.18560083271441,24.237797649979555,-0.2009644969534747,-1.682561995175042,5.630992077644066
22,262,10.44,69.12,33.50742054039325,25.92504154461468,-0.4582765101982247,-2.700989595033466,34.89298917564156
23,262,10.44,101.4,29.12411780381317,37.85102857276054,-0.2918895377957446,-1.4407469114466482,16.480159266082126
24,262,10.44,43.01,26.1,23.25,0.0,4.609112276727589,-24.179158398682603
26,262,10.44,40.58,30.810262041488407,38.00000007521581,6.29184362774815e-05,-0.0405404965100212,-1.565137199988385
18,263,10.48,237.33,33.04481604575076,41.33886852689324,-0.1689902968882601,-0.2847961902730214,1.949804027266282
20,263,10.48,102.57,33.957943127654545,24.57781076929772,-0.2793571790888256,-2.092956097639197,13.579263602934873
22,263,10.48,70.05,32.98586629169945,27.53660471891072,-0.5654815496440091,-2.4957062611113505,43.2319155485705
23,263,10.48,102.85,28.64675541301212,38.71308711520246,-0.3493227175724431,-1.407750648660517,19.766754444855337
24,263,10.48,43.93,26.1,23.125,0.0,0.0,1.1368683772161605e-13
26,263,10.48,42.11,30.81037458371861,37.87500015420125,9.023659675211348e-05,0.0008312155312315,-3.1249969886177382
18,264,10.52,238.96,32.757936384246555,41.38664684658179,-0.1756274824823926,-0.0254197261535567,0.1804201076405434
20,264,10.52,103.51,33.64343830528098,25.324138738214327,-0.3684009847646101,-2.203631029812726,23.381889628584645
22,264,10.52,70.98,32.32704202633455,29.38359478850032,-0.6579330110871338,-2.0510461399768776,45.65016560079289
23,264,10.52,104.31,28.06411783705311,39.43236892834897,-0.4045095896885864,-1.2102810407341789,16.645034263513367
24,264,10.52,44.86,26.1,23.25,0.0,0.0,1.5625000000000568
26,264,10.52,43.61,30.81053545837732,37.75000031612639,0.0001294156787761,0.0011767824121596,6.119899126133532e-06
18,265,10.56,240.59,32.46631017879366,41.35330213550447,-0.1710238749805439,0.1929008212343088,0.2312402060405247
20,265,10.56,104.46,33.22835638289627,26.448361939584505,-0.455647661473844,-2.0615610156918507,28.202384978042573
22,265,10.56,71.91,31.5484616467763,31.188617966974142,-0.7295652408421587,-1.3449363172058018,40.11590353174006
