id,frame,t,x,y,v,phi,phi_dot,a
40,271,10.8,56.50,89.00,19.681740839203,-1.570796326795,0,-0.000000000009
40,272,10.84,56.50,88.21,19.681740839203,-1.570796326795,-0,-0.000000000008
40,273,10.88,56.50,87.43,19.681740839202,-1.570796326795,0,-0
40,274,10.92,56.50,86.64,19.681740839203,-1.570796326795,-0,0.000000000009
40,275,10.96,56.50,85.85,19.681740839203,-1.570796326795,0,0.000000000003
40,276,11,56.50,85.06,19.681740839203,-1.570796326795,-0,-0.000000000006
40,277,11.04,56.50,84.28,19.681740839203,-1.570796326795,0,-0.000000000003
40,278,11.08,56.50,83.49,19.681740839203,-1.570796326795,-0,-0.000000000001
40,279,11.12,56.50,82.70,19.681740839202,-1.570796326795,0,0.000000000001
40,280,11.16,56.50,81.91,19.681740839203,-1.570796326795,-0,0.000000000006
40,281,11.2,56.50,81.13,19.681740839203,-1.570796326795,0,-0
40,282,11.24,56.50,80.34,19.681740839203,-1.570796326795,-0,-0.000000000004
40,283,11.28,56.50,79.55,19.681740839203,-1.570796326795,0,-0
40,284,11.32,56.50,78.77,19.681740839203,-1.570796326795,-0,0.000000000001
40,285,11.36,56.50,77.98,19.681740839203,-1.570796326795,0,-0.000000000003
40,286,11.4,56.50,77.19,19.681740839202,-1.570796326795,-0,0
40,287,11.44,56.50,76.40,19.681740839203,-1.570796326795,0,0.000000000004
40,288,11.48,56.50,75.62,19.681740839203,-1.570796326795,-0,-0.000000000003
40,289,11.52,56.50,74.83,19.681740839202,-1.570796326795,0,-0.000000000001
40,290,11.56,56.50,74.04,19.681740839203,-1.570796326795,-0,0.000000000006
40,291,11.6,56.50,73.25,19.681740839203,-1.570796326795,0,-0.000000000001
40,292,11.64,56.50,72.47,19.681740839203,-1.570796326795,-0,-0.000000000004
40,293,11.68,56.50,71.68,19.681740839203,-1.570796326795,0,0.000000000003
40,294,11.72,56.50,70.89,19.681740839203,-1.570796326795,-0,0.000000000003
41,294,11.72,56.50,89.00,19.153371957614,-1.570796326795,0,-0.000000000009
40,295,11.76,56.50,70.11,19.681740839203,-1.570796326795,-0,0.000000000001
41,295,11.76,56.50,88.23,19.153371957613,-1.570796326795,-0,-0.000000000005
40,296,11.8,56.50,69.32,19.681740839203,-1.570796326795,0,-0.000000000004
